cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
1363,11736703862567,Retífica Econômica ME,Oficina mecânica,Rio de Janeiro,RJ,Centro,2025-02-12,S
1364,05630829248287,Auto Center Diamante LTDA ME,Concessionária,Brasília,DF,Bela Vista,02/06/2023,S
1365,27365485220720,Importadora Fortaleza ME,Autopeças independente,Rio de Janeiro,RJ,Asa Sul,23/04/2024,S
1366,62796365129555,Retífica Fortaleza LTDA,Autopeças independente,Rio de Janeiro,RJ,Savassi,2024-02-27,S
1367,84226230036072,COMERCIAL AURORA S/A,Concessionária,Manaus,AM,Meireles,10/10/2024,S
1368, 24375391692809 ,Comércio de Peças Anhanguera LTDA ME,Rede de autopeças,Campinas,SP,Vila Madalena,2024-01-16,S
1369, 74033045441061 ,Mecânica Aurora S/A,Auto center,Brasília,DF,Cambuí,24/03/2022,S
1370,51.764.296/2809-24,Auto Peças Paulista S/A,Oficina mecânica,Rio de Janeiro,RJ,Vila Madalena,2024-09-07,S
1371,61.315.255/2322-80,Comércio de Peças Ipê LTDA ME,Funilaria e pintura,Manaus,AM,Barra,2022-11-07,S
1372,04762539501115,Peças e Serviços Ultra ME,Oficina mecânica,Porto Alegre,RS,Higienópolis,2023-10-12,S
1373,60317489030458,Centro Automotivo União LTDA ME,Auto center,Belo Horizonte,MG,Setor Bueno,01/05/2026,S
1374,29355459205596,Casa das Peças Fênix LTDA,Auto center,Belo Horizonte,MG,Meireles,2022-03-09,S
1375,83.045.762/7451-16,Loja Estrada LTDA ME,Oficina mecânica,Goiânia,GO,Jardins,2024-08-31,S
1376, 52213368960083 ,Comércio de Peças Cruzeiro S/A,Retífica de motores,Rio de Janeiro,RJ,Barra,2023-02-22,N
1377,46.113.997/9927-15,Loja Titan LTDA ME,Funilaria e pintura,Fortaleza,CE,Bela Vista,2022-06-18,S
1378,85898681843976,Rede do Sul LTDA ME,Autopeças independente,Belo Horizonte,MG,Setor Bueno,2026-04-06,S
1379,44.574.441/0769-26,Rede Central ME,Oficina mecânica,Goiânia,GO,Aldeota,2023-11-29,S
1380, 16043598398590 ,Distribuidora Rodovia EIRELI,Rede de autopeças,Goiânia,GO,Barra,2022-01-29,S
1381,56816784340730,Loja Real LTDA ME,Retífica de motores,Fortaleza,CE,Savassi,2022-03-10,S
1382,35007883692233,Distribuidora Turbo LTDA ME,Autopeças independente,Campinas,SP,Cambuí,10/11/2021,S
1383,50231265327355,Comércio de Peças Max S/A,Auto center,Brasília,DF,Meireles,2024-01-02,S
1384,34.771.469/5093-55,Retífica Potência LTDA,Auto center,Belo Horizonte,MG,Savassi,2022-08-10,S
1385,36.445.947/6121-89,Auto Elétrica Prime LTDA ME,Retífica de motores,Rio de Janeiro,RJ,Centro,10/04/2023,S
1386,07.612.228/3056-44,Auto Center Titan EIRELI,Oficina mecânica,Salvador,BA,Cambuí,2022-04-27,S
1387,95.026.356/0777-89,Comércio de Peças Brasil ME,Funilaria e pintura,Salvador,BA,Meireles,2022-12-03,S
1388,04600823696269,PEÇAS E SERVIÇOS NOBRE LTDA ME,Concessionária,Goiânia,GO,Cambuí,2025-03-08,S
1389,17.906.701/5120-03,AUTO PARTS VITÓRIA LTDA,E-commerce de peças,Recife,PE,Pituba,2021-05-24,S
1390,62183339192969,Comercial Ipê LTDA,Funilaria e pintura,Rio de Janeiro,RJ,Vila Madalena,2025-08-12,N
1391,82283774270549,RETÍFICA ROTA ME,Auto center,São Paulo,SP,Meireles,2021-07-13,S
1392,80.126.980/4466-58,Loja Marajó LTDA,E-commerce de peças,Manaus,AM,Vila Madalena,02/06/2021,S
1393,64.724.525/7378-74,Distribuidora Bandeirante LTDA,E-commerce de peças,São Paulo,SP,Asa Sul,2022-01-14,S
1394,77.061.298/8972-84,Auto Center Nova Era S/A,Autopeças independente,Fortaleza,CE,Batel,2023-10-20,S
1395,16.417.005/3718-60,Peças e Serviços Rota LTDA,Rede de autopeças,Campinas,SP,Moema,2022-10-17,S
1396,66479512798312,Auto Peças Vitória LTDA,Funilaria e pintura,Campinas,SP,Centro,2025-09-05,S
1397,19848087017086,Auto Center Bandeirante LTDA,Retífica de motores,Goiânia,GO,Savassi,2021-12-11,S
1398, 74043368957967 ,Auto Elétrica Max LTDA,E-commerce de peças,São Paulo,SP,Moema,2023-10-27,S
1399,00701785020502,Rede Cruzeiro ME,Auto center,Goiânia,GO,Boa Viagem,2022-09-20,N
1400,29759974753965,Peças e Serviços Speed ME,E-commerce de peças,São Paulo,SP,Asa Sul,2022-02-20,S
1401,04.164.153/7405-13,Comercial Max LTDA ME,Funilaria e pintura,Belo Horizonte,MG,Aldeota,2023-05-02,S
1402,60855717490584,Auto Center Max S/A,Retífica de motores,Rio de Janeiro,RJ,Bela Vista,2022-06-24,N
1403,86.240.574/4509-99,Rede Motor ME,Concessionária,Salvador,BA,Aldeota,2021-07-17,S
1404,11.108.518/4668-98,Centro Automotivo Líder EIRELI,Concessionária,Rio de Janeiro,RJ,Vila Madalena,2022-11-13,S
1405,30734800226425,Peças e Serviços Vitória EIRELI,Concessionária,Campinas,SP,Boa Viagem,2021-11-22,S
1406,78192147498474,Loja Pista LTDA ME,Funilaria e pintura,Brasília,DF,Asa Sul,2025-02-26,S
1407,14617275804529,Auto Parts Roda Livre S/A,Rede de autopeças,Belo Horizonte,MG,Aldeota,2023-08-28,S
1408, 87754458474134 ,Loja Nacional ME,Concessionária,Brasília,DF,Centro,2026-05-19,S
1409,62751934638901,CASA DAS PEÇAS TITAN S/A,E-commerce de peças,Goiânia,GO,Ipanema,2023-10-24,S
1410,56862230706594,Auto Elétrica Brasil LTDA,Funilaria e pintura,Rio de Janeiro,RJ,Batel,2025-07-21,S
1411,33037271862447,Auto Peças Econômica LTDA,Retífica de motores,Porto Alegre,RS,Centro,2022-09-11,S
1412,87806615459858,Auto Elétrica Ouro EIRELI,Oficina mecânica,Belo Horizonte,MG,Centro,2022-06-03,S
1413,82521288669059,DISTRIBUIDORA PRIME S/A,E-commerce de peças,Brasília,DF,Higienópolis,2023-02-21,S
1414,05.203.132/9887-12,Auto Elétrica Central LTDA ME,Autopeças independente,Fortaleza,CE,Setor Bueno,2023-06-30,S
1415,78.626.852/7287-60,Loja Potência ME,Auto center,Fortaleza,CE,Aldeota,2026-01-31,S
1416,06283345573562,Peças e Serviços Estrada LTDA,Concessionária,Manaus,AM,Cambuí,2023-08-03,S
1417, 59730273228570 ,Comércio de Peças Bandeirante EIRELI,E-commerce de peças,Brasília,DF,Setor Bueno,2022-12-02,S
1418, 93977041167881 ,Loja Nova Era LTDA ME,Rede de autopeças,Brasília,DF,Aldeota,2022-08-27,S
1419,56.904.484/6733-22,Mecânica Master S/A,Concessionária,Recife,PE,Higienópolis,2024-04-10,S
1420,70062394599426,Auto Peças Real S/A,Autopeças independente,Manaus,AM,Jardins,2025-10-28,S
1421,03398013871628,Retífica Brasil LTDA,Autopeças independente,Manaus,AM,Centro,2025-11-09,S
1422, 33743567027728 ,Casa das Peças Potência LTDA ME,Rede de autopeças,Salvador,BA,Ipanema,2025-07-24,S
1423,45.759.599/5505-53,Importadora Estrada EIRELI,Retífica de motores,Goiânia,GO,Setor Bueno,09/06/2026,S
1424,39525252078821,Centro Automotivo Marajó ME,Retífica de motores,Brasília,DF,Ipanema,2022-06-17,S
1425,45.203.027/6947-30,Centro Automotivo Roda Livre ME,Concessionária,Manaus,AM,Ipanema,2021-10-17,S
1426,21244029363409,Comércio de Peças Brasil EIRELI,Autopeças independente,Curitiba,PR,Cambuí,2024-11-30,S
1427,04794123254601,Casa das Peças Diamante EIRELI,Retífica de motores,São Paulo,SP,Barra,2021-07-26,S
1428, 57133996276861 ,Auto Peças Rodovia LTDA,E-commerce de peças,Brasília,DF,Boa Viagem,2023-08-18,S
1429,38.130.149/4802-98,Loja Bandeirante LTDA ME,Retífica de motores,Manaus,AM,Ipanema,2024-05-21,S
1430,91.990.821/3356-83,REDE ESTRADA LTDA ME,Concessionária,Rio de Janeiro,RJ,Setor Bueno,2024-02-22,S
1431,17.103.891/9187-40,Importadora Estrada ME,Autopeças independente,Manaus,AM,Centro,2022-11-14,S
1432,44.956.071/4876-50,Mecânica Diamante LTDA ME,Concessionária,Curitiba,PR,Moema,2021-11-21,S
1433,31603781105703,Auto Center Econômica LTDA ME,Funilaria e pintura,Manaus,AM,Centro,2021-06-15,N
1434,94.696.693/2337-00,Comercial Onix LTDA ME,Autopeças independente,Goiânia,GO,Moema,2025-07-23,S
1435,86.332.343/0658-74,Centro Automotivo Ipê ME,Funilaria e pintura,São Paulo,SP,Cambuí,26/01/2023,S
1436,97.228.582/5854-55,RETÍFICA DO SUL EIRELI,Rede de autopeças,São Paulo,SP,Boa Viagem,2024-12-27,S
1437,67883873693238,Comércio de Peças Apex EIRELI,Rede de autopeças,Curitiba,PR,Vila Madalena,2025-04-30,S
1438,86.741.637/1206-31,Comércio de Peças Econômica LTDA ME,Concessionária,Porto Alegre,RS,Savassi,2022-02-08,S
1439,40811441572814,Auto Peças Central S/A,Retífica de motores,Brasília,DF,Savassi,2023-06-21,S
1440,36.118.926/0555-46,Loja Rota S/A,Concessionária,São Paulo,SP,Pinheiros,2022-09-14,S
1441,37714034454595,Mecânica Master LTDA,Autopeças independente,Porto Alegre,RS,Moema,2022-05-15,S
1442,22723869742173,LOJA TITAN LTDA,Funilaria e pintura,Recife,PE,Cambuí,2022-06-25,S
1443,70.934.099/1650-81,Casa das Peças Diamante S/A,Autopeças independente,Campinas,SP,Higienópolis,2025-05-24,S
1444,77.006.279/5951-42,Comércio de Peças Veloz EIRELI,Rede de autopeças,Manaus,AM,Moema,2022-09-05,S
1445,75.627.528/0016-17,Auto Elétrica Apex EIRELI,Auto center,Manaus,AM,Barra,10/07/2023,S
1446,63.832.648/9710-01,Mecânica Titan EIRELI,Retífica de motores,Rio de Janeiro,RJ,Cambuí,2026-03-24,S
1447,30494841423552,Auto Elétrica Econômica LTDA ME,Auto center,Rio de Janeiro,RJ,Pinheiros,2025-04-07,S
1448, 81302656477115 ,Casa das Peças Guará LTDA,Retífica de motores,Goiânia,GO,Bela Vista,2021-10-07,S
1449,10.791.161/1464-46,Mecânica Brasil LTDA ME,Funilaria e pintura,Porto Alegre,RS,Setor Bueno,2024-03-18,S
1450,73.885.237/7487-70,Casa das Peças Vitória EIRELI,Retífica de motores,Porto Alegre,RS,Cambuí,09/05/2024,S
1451,18.082.267/9909-66,Rede Nova Era EIRELI,Concessionária,Belo Horizonte,MG,Meireles,2022-05-12,S
1452,95716468210037,Comércio de Peças Rodovia ME,Autopeças independente,Curitiba,PR,Jardins,2024-08-13,S
1453,66932070983484,Centro Automotivo Titan S/A,Rede de autopeças,Brasília,DF,Vila Madalena,2023-10-21,S
1454,96.507.445/6572-67,Peças e Serviços Nova Era S/A,E-commerce de peças,Belo Horizonte,MG,Savassi,2022-06-15,S
1455,47.795.003/4522-02,Comercial Brasil LTDA,Rede de autopeças,Goiânia,GO,Pinheiros,2022-03-21,S
1456,52573309074063,Auto Elétrica Ultra ME,Oficina mecânica,Porto Alegre,RS,Pinheiros,2026-02-10,S
1457,12.583.799/0053-66,Auto Elétrica Brasil EIRELI,Rede de autopeças,Salvador,BA,Higienópolis,18/01/2026,S
1458,62.837.237/2259-31,Centro Automotivo Aurora LTDA,Auto center,Manaus,AM,Setor Bueno,23/04/2025,S
1459,40370433331883,Auto Parts Speed ME,Rede de autopeças,Curitiba,PR,Pituba,2021-09-05,S
1460,04737198517696,Retífica Líder EIRELI,Rede de autopeças,Campinas,SP,Batel,2026-07-01,S
1461,83792640532739,Auto Parts Ultra EIRELI,Oficina mecânica,Fortaleza,CE,Batel,2022-04-08,S
1462,39039799783315,Comércio de Peças Popular EIRELI,Oficina mecânica,Brasília,DF,Moema,2024-12-06,S
1463,02506668606734,Peças e Serviços Nobre S/A,Retífica de motores,Manaus,AM,Vila Madalena,2021-11-24,S
1464,95910385242762,Peças e Serviços Estrada EIRELI,Rede de autopeças,Brasília,DF,Vila Madalena,2025-08-27,S
1465,49.594.038/9554-65,Auto Center Central LTDA ME,Oficina mecânica,Goiânia,GO,Pituba,2022-03-25,S
1466,21.027.366/3256-73,Comercial Motor EIRELI,E-commerce de peças,São Paulo,SP,Moema,2025-03-29,S
1467,01910904886607,Loja Nacional EIRELI,Concessionária,Recife,PE,Aldeota,2023-07-04,S
1468,93785954176090,Peças e Serviços Motor S/A,Rede de autopeças,Brasília,DF,Setor Bueno,2023-07-24,S
1469,34669447338780,Peças e Serviços Brasil LTDA ME,Autopeças independente,Fortaleza,CE,Moema,10/04/2026,S
1470,84771988837434,Rede Aurora S/A,Oficina mecânica,Fortaleza,CE,Boa Viagem,18/10/2025,S
1471,23.089.964/6924-34,Auto Peças Aurora ME,Rede de autopeças,São Paulo,SP,Boa Viagem,2023-05-15,S
1472,56.038.710/8803-54,Auto Parts Central EIRELI,Rede de autopeças,Campinas,SP,Jardins,2022-04-26,S
1473,47.476.911/6122-15,Importadora União LTDA ME,Funilaria e pintura,Recife,PE,Ipanema,2024-06-03,S
1474,81900415893335,Retífica Onix LTDA,Rede de autopeças,Recife,PE,Barra,2023-12-08,S
1475,00295738010124,Mecânica Nobre EIRELI,Retífica de motores,Salvador,BA,Pinheiros,2022-09-08,S
1476,19499913650551,Comércio de Peças Veloz S/A,Funilaria e pintura,Campinas,SP,Bela Vista,2026-05-01,S
1477,71.708.049/2932-85,Rede Master LTDA,Retífica de motores,Campinas,SP,Barra,2024-07-28,S
1478,13495220940037,Distribuidora Líder S/A,Auto center,Belo Horizonte,MG,Pinheiros,2024-04-05,S
1479,48066112620306,DISTRIBUIDORA MASTER LTDA,Rede de autopeças,Fortaleza,CE,Savassi,2022-08-05,S
1480,18.112.399/3302-55,Rede Marajó LTDA,Auto center,São Paulo,SP,Batel,2021-05-25,S
1481,59.688.910/9619-68,Rede Veloz ME,Oficina mecânica,Porto Alegre,RS,Batel,2024-05-25,S
1482,60816418044608,Auto Peças Líder LTDA,Auto center,Curitiba,PR,Higienópolis,2024-03-31,S
1483,69.544.950/6095-80,Auto Center Estrada LTDA ME,Auto center,Porto Alegre,RS,Higienópolis,2022-05-08,S
1484, 85907429414290 ,Auto Parts Turbo LTDA ME,Auto center,Goiânia,GO,Meireles,2023-01-16,S
1485,84766919530164,Distribuidora Titan EIRELI,Rede de autopeças,Campinas,SP,Pinheiros,2026-06-08,S
1486,90.262.976/1166-28,Mecânica Nova Era S/A,Funilaria e pintura,Salvador,BA,Pinheiros,2022-06-07,S
1487,67.016.562/7740-21,Loja Econômica LTDA,Auto center,Goiânia,GO,Batel,2022-08-18,S
1488,23.525.600/8589-49,Rede Aurora EIRELI,Auto center,Porto Alegre,RS,Jardins,2022-06-25,S
1489,05353131845605,Distribuidora Popular ME,Concessionária,Belo Horizonte,MG,Savassi,2023-05-20,N
1490,29443141408783,Auto Center Speed LTDA ME,Funilaria e pintura,Rio de Janeiro,RJ,Pituba,2023-03-08,S
1491,24021168231379,Loja Nova Era LTDA,Retífica de motores,Brasília,DF,Pinheiros,2021-07-01,S
1492,26578963558774,Auto Peças do Sul S/A,Rede de autopeças,Porto Alegre,RS,Higienópolis,2022-09-22,S
1493, 72544225351178 ,Importadora Guará ME,Autopeças independente,Manaus,AM,Ipanema,2021-07-19,S
1494,82.872.047/6766-60,LOJA TURBO S/A,Auto center,Manaus,AM,Batel,2026-03-14,N
1495,53136859315262,Centro Automotivo Popular LTDA,Autopeças independente,Fortaleza,CE,Asa Sul,2024-02-19,S
1496,10614452996457,Auto Parts Bandeirante S/A,Funilaria e pintura,Campinas,SP,Pituba,2022-12-03,S
1497,53334972969701,Comercial Veloz ME,Funilaria e pintura,Rio de Janeiro,RJ,Pituba,2024-07-12,S
1498,85861888178602,Auto Peças Líder EIRELI,Concessionária,Manaus,AM,Vila Madalena,09/01/2024,S
1499,82749033122239,Comércio de Peças Pista EIRELI,Autopeças independente,Curitiba,PR,Savassi,13/11/2022,S
1500,83.687.477/7407-03,Auto Parts Ultra LTDA,Oficina mecânica,Manaus,AM,Aldeota,2022-05-31,S
1501,22821282193868,Auto Parts Paulista LTDA ME,E-commerce de peças,Manaus,AM,Meireles,30/09/2023,S
1502,04596920666048,Auto Elétrica Rota EIRELI,Retífica de motores,Curitiba,PR,Asa Sul,2022-09-11,S
1503,84.981.184/6512-42,Retífica Pista LTDA,Funilaria e pintura,Salvador,BA,Centro,2025-10-04,S
1504,36.481.165/9558-59,Rede Nobre ME,Funilaria e pintura,Manaus,AM,Meireles,2026-05-31,S
1505,36597276768777,Centro Automotivo Fênix LTDA,Oficina mecânica,Recife,PE,Setor Bueno,2022-08-14,S
1506,91.953.808/8426-72,Auto Parts Estrada LTDA ME,Autopeças independente,Porto Alegre,RS,Centro,2026-05-15,N
1507,13.915.480/4423-64,Loja Motor S/A,Retífica de motores,Rio de Janeiro,RJ,Centro,2021-11-14,S
1508,61647904991573,Auto Peças Fênix S/A,Autopeças independente,Brasília,DF,Pinheiros,2021-09-11,S
1509,67209610237264,Rede Paulista LTDA ME,Autopeças independente,Curitiba,PR,Aldeota,2023-06-01,S
1510,59.715.579/3277-01,Comércio de Peças Aurora LTDA,E-commerce de peças,Porto Alegre,RS,Aldeota,09/01/2024,S
1511,26096856888861,Centro Automotivo Nova Era LTDA ME,Oficina mecânica,Curitiba,PR,Ipanema,22/06/2024,S
1512,94336447026327,Auto Elétrica Brasil LTDA ME,Rede de autopeças,Fortaleza,CE,Asa Sul,2022-06-14,S
1513,76694947155347,Peças e Serviços Motor ME,Autopeças independente,Brasília,DF,Ipanema,2023-04-03,S
1514,29.084.896/5394-50,Comercial Veloz LTDA,Oficina mecânica,Fortaleza,CE,Pituba,05/05/2023,S
1515,38338569329136,Rede Rodovia LTDA,Autopeças independente,Salvador,BA,Aldeota,2022-07-17,S
1516,15063240510265,Centro Automotivo Cruzeiro LTDA ME,Auto center,Porto Alegre,RS,Setor Bueno,2026-02-28,S
1517,46466033273997,Loja Max EIRELI,Concessionária,Fortaleza,CE,Moema,02/05/2026,N
1518,02760781951648,Importadora Nacional LTDA ME,Auto center,Rio de Janeiro,RJ,Meireles,14/03/2023,S
1519,61.443.575/4789-35,Comércio de Peças Ultra ME,Oficina mecânica,São Paulo,SP,Boa Viagem,2024-07-17,S
1520,68.756.707/1812-92,Auto Elétrica Max S/A,Rede de autopeças,São Paulo,SP,Meireles,2023-05-01,S
1521,59984133768705,RETÍFICA BANDEIRANTE LTDA,Autopeças independente,Porto Alegre,RS,Pinheiros,2021-11-02,S
1522,10.640.707/8384-78,Comercial Vitória EIRELI,Funilaria e pintura,Salvador,BA,Ipanema,2023-03-01,S
1523,54.044.927/2809-03,Auto Center Cruzeiro EIRELI,Funilaria e pintura,Recife,PE,Moema,2024-01-04,S
1524,85.984.440/8895-93,Comércio de Peças Roda Livre EIRELI,Autopeças independente,Manaus,AM,Cambuí,2025-03-10,S
1525,90152302999663,Mecânica Central LTDA ME,Concessionária,Goiânia,GO,Centro,2026-05-08,S
1526,79915402732012,Retífica Anhanguera EIRELI,Oficina mecânica,São Paulo,SP,Moema,2026-03-26,S
1527,20682048109305,Auto Elétrica Líder EIRELI,Auto center,Brasília,DF,Pituba,2023-01-02,S
1528,98245538151827,COMÉRCIO DE PEÇAS IPÊ LTDA ME,Funilaria e pintura,Curitiba,PR,Batel,2023-11-09,S
1529,85255768815590,Importadora Onix S/A,Retífica de motores,Rio de Janeiro,RJ,Setor Bueno,08/02/2026,S
1530,76150488491508,Rede Cruzeiro LTDA,E-commerce de peças,Brasília,DF,Cambuí,2025-05-20,N
1531,95559355881082,Mecânica Nobre LTDA ME,Oficina mecânica,Recife,PE,Pituba,2023-10-25,S
1532, 25412387249379 ,DISTRIBUIDORA GUARÁ EIRELI,Autopeças independente,Goiânia,GO,Ipanema,2022-01-13,S
1533,84.967.416/6239-56,Centro Automotivo Prime EIRELI,Oficina mecânica,Porto Alegre,RS,Boa Viagem,2025-08-04,S
1534,74.906.412/2727-65,Loja Apex ME,E-commerce de peças,Recife,PE,Pituba,2023-07-25,S
1535,00545583455955,AUTO PARTS POTÊNCIA ME,Retífica de motores,Campinas,SP,Pituba,2022-03-25,S
1536,68.089.504/9108-60,Peças e Serviços Fênix LTDA ME,Retífica de motores,Recife,PE,Boa Viagem,2025-12-30,S
1537,97933686093160,Auto Center Apex LTDA,Oficina mecânica,Manaus,AM,Ipanema,2021-09-25,S
1538,39.111.532/0264-00,Loja Ultra S/A,Funilaria e pintura,Brasília,DF,Pituba,2023-08-10,S
1539,03887821889384,Peças e Serviços Pista LTDA ME,Auto center,Belo Horizonte,MG,Vila Madalena,2023-01-30,S
1540,42.083.481/2426-64,Auto Elétrica Motor LTDA,Rede de autopeças,Manaus,AM,Higienópolis,2021-12-22,S
1541,27.966.379/5818-77,REDE FÊNIX S/A,Concessionária,Campinas,SP,Moema,2022-12-22,S
1542,69399531556642,Mecânica Econômica LTDA ME,Autopeças independente,Porto Alegre,RS,Centro,2023-07-28,S
1543,64966681182292,Distribuidora Bandeirante S/A,Concessionária,Goiânia,GO,Boa Viagem,2023-04-23,S
1544,73.378.406/1386-74,Auto Parts Central LTDA,Auto center,Curitiba,PR,Cambuí,2021-10-01,S
1545,57657868005512,Loja Anhanguera EIRELI,Auto center,Recife,PE,Asa Sul,2022-06-14,S
1546,32705614653442,Comercial Master LTDA ME,Retífica de motores,Recife,PE,Aldeota,2025-02-02,S
1547,20351919850565,CASA DAS PEÇAS LÍDER LTDA,Oficina mecânica,Salvador,BA,Meireles,2025-07-22,S
1548,98766327904233,Casa das Peças Aurora S/A,Autopeças independente,Belo Horizonte,MG,Pituba,2025-10-17,N
1549,22.918.457/4965-99,Auto Parts Turbo ME,Concessionária,Salvador,BA,Vila Madalena,21/07/2024,S
1550,43583040775130,Comercial Apex LTDA ME,Concessionária,Rio de Janeiro,RJ,Aldeota,2026-05-03,S
1551,71473204319274,Comercial Rota LTDA ME,Concessionária,Curitiba,PR,Jardins,2023-04-11,S
1552,61655806247555,Distribuidora Real LTDA ME,Concessionária,Curitiba,PR,Pituba,2023-10-31,S
1553,75.100.568/7069-05,Peças e Serviços Bandeirante S/A,Retífica de motores,Belo Horizonte,MG,Pinheiros,2022-01-29,S
1554,93.235.393/3054-84,Auto Center Turbo LTDA ME,Retífica de motores,Manaus,AM,Aldeota,2021-05-27,S
1555,21830242646855,Auto Peças Fortaleza EIRELI,Concessionária,Curitiba,PR,Moema,19/01/2024,S
1556, 88051093346533 ,Peças e Serviços Motor EIRELI,Autopeças independente,Porto Alegre,RS,Meireles,02/05/2025,S
1557,09841643770217,Comercial Vitória LTDA,E-commerce de peças,São Paulo,SP,Cambuí,2024-08-11,S
1558,28339717856817,Distribuidora União S/A,Oficina mecânica,Goiânia,GO,Barra,2022-07-19,S
1559,30105591698331,Casa das Peças Real LTDA ME,Rede de autopeças,Goiânia,GO,Asa Sul,2021-12-07,S
1560,65452593570765,Loja Guará LTDA ME,Rede de autopeças,São Paulo,SP,Cambuí,2024-08-19,S
1561,27192602611868,Peças e Serviços Onix LTDA ME,Autopeças independente,Campinas,SP,Moema,2024-07-23,S
1562,08.170.032/7628-05,Centro Automotivo Líder LTDA,Auto center,Goiânia,GO,Aldeota,2021-09-25,S
1563, 82119569646077 ,COMÉRCIO DE PEÇAS GARRA LTDA,Oficina mecânica,Recife,PE,Boa Viagem,2023-07-15,S
1564,13.563.974/8925-00,Distribuidora Anhanguera S/A,Rede de autopeças,Salvador,BA,Pituba,2021-11-21,S
1565,18217748747793,PEÇAS E SERVIÇOS POTÊNCIA EIRELI,Oficina mecânica,Brasília,DF,Barra,2022-07-29,S
1566,99712520193064,Auto Center Bosch Car LTDA ME,Retífica de motores,Goiânia,GO,Moema,2022-04-13,S
1567,93353031387830,Importadora Nobre EIRELI,Concessionária,Goiânia,GO,Cambuí,14/11/2022,S
1568,62029487478112,Importadora Ouro LTDA,Funilaria e pintura,Belo Horizonte,MG,Boa Viagem,2026-04-29,S
1569,93177865039475,Distribuidora Real LTDA ME,Auto center,Belo Horizonte,MG,Moema,2024-05-11,S
1570,12434535381157,Auto Peças do Sul LTDA,Concessionária,Curitiba,PR,Bela Vista,2026-04-25,N
1571,69575629433916,Loja Bandeirante S/A,Auto center,Curitiba,PR,Centro,2021-08-31,S
1572,39441010427974,CENTRO AUTOMOTIVO APEX LTDA,Concessionária,Porto Alegre,RS,Moema,2023-08-03,S
1573,96.991.329/3575-38,Rede Turbo EIRELI,Retífica de motores,Campinas,SP,Jardins,2022-12-13,S
1574,75601642624554,Mecânica Fênix ME,Autopeças independente,Porto Alegre,RS,Asa Sul,2022-05-03,S
1575,22394071734346,Auto Center Bandeirante LTDA,Oficina mecânica,Goiânia,GO,Jardins,2022-07-10,S
1576,98.107.951/6352-14,Auto Elétrica Turbo EIRELI,Autopeças independente,Curitiba,PR,Pituba,11/03/2024,S
1577,68095641854133,Auto Center Líder ME,Oficina mecânica,Rio de Janeiro,RJ,Moema,2023-07-26,S
1578,58179157829052,Auto Elétrica Rota LTDA,Concessionária,Recife,PE,Savassi,2022-12-19,S
1579,99948141401385,Auto Elétrica Paulista EIRELI,Funilaria e pintura,Belo Horizonte,MG,Vila Madalena,2022-06-12,S
1580,12017402098446,Mecânica Prime S/A,Rede de autopeças,São Paulo,SP,Moema,2021-11-06,S
1581,72.913.675/9164-49,Mecânica Anhanguera LTDA,Oficina mecânica,Belo Horizonte,MG,Centro,2023-12-23,S
1582,30852315682342,Peças e Serviços Bandeirante ME,Autopeças independente,Rio de Janeiro,RJ,Asa Sul,2021-08-16,S
1583,71320253423867,Centro Automotivo Master EIRELI,Auto center,Recife,PE,Meireles,2024-06-13,S
1584,98766740877210,Retífica Líder LTDA,Concessionária,Campinas,SP,Meireles,2022-02-25,S
1585,10972472542654,Importadora Titan LTDA ME,Funilaria e pintura,Salvador,BA,Vila Madalena,2024-04-22,S
1586,39852381828936,COMÉRCIO DE PEÇAS PAULISTA LTDA ME,Concessionária,Manaus,AM,Pituba,2023-08-06,S
1587,04235731899593,Mecânica Anhanguera S/A,Rede de autopeças,Manaus,AM,Moema,2024-04-10,S
1588,34705070775088,Auto Elétrica Bandeirante LTDA ME,Rede de autopeças,Salvador,BA,Vila Madalena,2023-01-01,S
1589,21380595194845,Auto Parts Pista EIRELI,Concessionária,Recife,PE,Meireles,2023-02-10,S
1590,05.915.419/6351-10,Comércio de Peças Roda Livre LTDA ME,Oficina mecânica,Curitiba,PR,Ipanema,2022-05-14,S
1591,50417372234267,Auto Parts Real ME,Auto center,São Paulo,SP,Higienópolis,2021-11-08,S
1592,17189935475211,Auto Elétrica Veloz ME,Oficina mecânica,Brasília,DF,Pituba,2023-10-07,S
1593,11.493.310/8862-30,Retífica Marajó LTDA,Oficina mecânica,Curitiba,PR,Higienópolis,01/04/2022,S
1594,36485100218241,AUTO PEÇAS TITAN S/A,Auto center,São Paulo,SP,Vila Madalena,2024-11-29,N
1595,87.873.214/9997-03,Retífica Roda Livre EIRELI,E-commerce de peças,Campinas,SP,Asa Sul,2023-12-14,S
1596,44.210.651/0046-01,Auto Elétrica Aurora ME,Retífica de motores,Curitiba,PR,Cambuí,2024-08-08,S
1597,94207223956721,Mecânica Paulista S/A,Retífica de motores,Fortaleza,CE,Higienópolis,2021-12-05,S
1598, 78776775138771 ,Mecânica Anhanguera ME,Retífica de motores,Brasília,DF,Boa Viagem,2023-12-13,N
1599,73.045.194/5586-81,Auto Parts Vitória S/A,Funilaria e pintura,Brasília,DF,Centro,10/02/2022,S
1600,64.031.575/8593-91,Auto Peças Onix ME,Funilaria e pintura,Goiânia,GO,Asa Sul,2021-08-24,S
